OID,VEG_POINT_SOURCE,AUTO_ID,CIRCUITNAME,UNDERBUILD,UNIQUE_SEGMENT_ID,VP_STATUS,WORK_VERIFICATION_STATUS,PI_COMPANY,SPECIES,RWD_EXC,DEAD_DYING,DIAMETER,HEIGHT,TAT_RESULT,TREE_MATRIX_SCORE,IMPACT_MATRIX_SCORE,PRESCRIP,WOOD_MAN,TRAFFIC,ENVIRONMENTAL_CONCERN,PI_COMMENTS,TW_COMPANY,TW_SUB,TW_FOREMAN_ISN,TW_ACT_WORK,TW_WORK_DATE,TW_COMMENTS,TW_BILLING_TYPE,TW_READY_TO_INVOICE,TW_INVOICING_STATUS,WM_COMPANY,WM_SUB,WM_DATE,WM_COMMENTS,EVM_LAST_EDITOR,EVM_LAST_EDITED,REGION,DIVISION,PARCEL_NAME,SITE_ADDRESS,PROPERTY_CITY,Creator,Created,Editor,Edited,GlobalID,UNIQUE_PARCEL_ID,EVM_SYNC_ID
-1,,VP_AW115-K04_1586004_2020,BRUNSWICK 1105,No,CIP_AW115-K04_389012,In-Progress,,MGE_Mountain G Enterprises,Ponderosa Pine,No,No,46,60,ABATE,,,F4D_FS-R4B+Trt,Cut and Leave,,None Observed,0.9 of the span from Secondary pole to End. 50ft  West of the line. 3 stems at DBH. Tree is barely within striking distance. Has a pocket in center of tree that may be causing rot. Main shade tree for house owner wants to keep. Re-exam has in 18 months. ,AEA_A & E Arborists Tree Care,,,,,,Unit,No,Not Invoiced,,,,Cut wood into 16” rounds. Chip and broadcast debris. ,bchamn_awrr,5/12/2020 0:22:56,Sierra,SI_Sierra,,14142 HYDRAULIC RIDGE CLOSE,NEVADA CITY,mdiazm_awrr,4/24/2020 18:07:39,BE_geomartawrrprod,5/12/2020 0:33:45,{00000000-0000-0000-0000-000000000000},LP_AW115-K04_815554,08c54676-3119-4196-b10a-dafb983cc309
-1,,VP_AW115-K04_1586014_2020,BRUNSWICK 1105,No,CIP_AW115-K04_389012,In-Progress,,MGE_Mountain G Enterprises,Douglas Fir,No,No,5,35,Do Not ABATE,,,F1B_FP-Rmv1 B,Cut and Leave,,None Observed,0.7 of the span from Secondary pole to End. 16ft West of the line. Poor taper tree. ,AEA_A & E Arborists Tree Care,,,,,,Unit,No,Not Invoiced,,,,Cut wood into 16” rounds. Chip and broadcast debris. ,bchamn_awrr,5/12/2020 0:22:56,Sierra,SI_Sierra,,14142 HYDRAULIC RIDGE CLOSE,NEVADA CITY,mdiazm_awrr,4/24/2020 19:26:27,BE_geomartawrrprod,5/12/2020 0:33:45,{00000000-0000-0000-0000-000000000000},LP_AW115-K04_815554,1ae744e7-f544-4081-bf93-7047d0e3512d
-1,,VP_AW115-K04_1586015_2020,BRUNSWICK 1105,No,CIP_AW115-K04_389012,In-Progress,,MGE_Mountain G Enterprises,Black Oak,No,No,19,50,Do Not ABATE,,,F2D_FS-R2B+Trt,Cut and Leave,,None Observed,0.7 of the span from Secondary pole to End. 23ft West of the line. Tree has a dead limp that can potentially reach line. Remove dead limp. Tree is leaning away from facilities. ,AEA_A & E Arborists Tree Care,,,,,,Unit,No,Not Invoiced,,,,Cut wood into 16” rounds. Chip and broadcast debris. ,bchamn_awrr,5/12/2020 0:22:56,Sierra,SI_Sierra,,14142 HYDRAULIC RIDGE CLOSE,NEVADA CITY,mdiazm_awrr,4/24/2020 19:31:47,BE_geomartawrrprod,5/12/2020 0:33:45,{00000000-0000-0000-0000-000000000000},LP_AW115-K04_815554,0ce67d15-792c-48d6-a830-e525c640736a
-1,,VP_AW115-K04_1586021_2020,BRUNSWICK 1105,No,CIP_AW115-K04_389012,In-Progress,,MGE_Mountain G Enterprises,Black Oak,No,Yes,35,40,ABATE,,,F3D_FS-R3B+Trt,Cut and Leave,,None Observed,0.5 of span from secondary pole to end. 36ft West of the line.  3 stems at DBH. Two limps are dead. Barely tall enough to reach lines. ,AEA_A & E Arborists Tree Care,,,,,,Unit,No,Not Invoiced,,,,Cut wood into 16” rounds. Chip and broadcast debris. ,bchamn_awrr,5/12/2020 0:22:56,Sierra,SI_Sierra,,14142 HYDRAULIC RIDGE CLOSE,NEVADA CITY,mdiazm_awrr,4/24/2020 20:05:07,BE_geomartawrrprod,5/12/2020 0:33:45,{00000000-0000-0000-0000-000000000000},LP_AW115-K04_815554,6b22c930-16bb-4e5e-9ff9-f972aedca5e5
-1,,VP_AW115-G24_1586608_2020,BRUNSWICK 1105,No,CIP_AW115-G24_386874,Work Identified,,JEF_Jefferson Resources,Black Oak,No,No,24,60,ABATE,,,F3D_FS-R3B+Trt,Haul offsite,,None Observed,0. 3 of span from pole 34 to 35. 55 feet East of lines. Rotting base. Lean towards facilities. ,,,,,,,Unit,No,Not Invoiced,,,,"Remove all wood and debris, herbicide okay",kfenkj_awrr,5/11/2020 20:29:19,Sierra,SI_Sierra,,16489 BANNER QUAKER HILL RD,NEVADA CITY,kfenkj_awrr,4/27/2020 16:52:16,BE_geomartawrrprod,5/11/2020 20:34:30,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_805337,01da121b-ba47-4484-a003-1fa13b4a0b03
-1,,VP_AW115-G24_1588440_2020,BRUNSWICK 1105,No,CIP_AW115-G24_382279,Work Identified,,JEF_Jefferson Resources,Cedar,No,Yes,13,10,ABATE,,,F2B_FP-Rmv2 B,Haul offsite,,None Observed,"Tree .1 of span from poles 36 to 37, 10ft west of pole 36. Tree within 4ft to sky of 2 guy wires trim to scope would remove more than 1/3 canopy",,,,,,,Unit,No,Not Invoiced,,,,"Cut wood to 16in rounds, remove all slash ",sfulfj_awrr,5/12/2020 20:42:24,Sierra,SI_Sierra,,16562 BANNER QUAKER HILL RD,NEVADA CITY,sfulfj_awrr,4/27/2020 21:19:59,BE_geomartawrrprod,5/12/2020 22:32:41,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_820664,4fba8cfa-1109-45dd-8ad3-a42897302f74
-1,,VP_AW115-G24_1588444_2020,BRUNSWICK 1105,No,CIP_AW115-G24_382279,Work Identified,,JEF_Jefferson Resources,Ponderosa Pine,No,No,14,85,Do Not ABATE,,,R2B_Rmv 2-B,Haul offsite,,None Observed,"Tree .1 of span from poles 36 to A, 8ft north of lines. Codominant stems that’s can strike multiple facilities ",,,,,,,Unit,No,Not Invoiced,,,,"Cut wood to 16in rounds, remove all slash ",sfulfj_awrr,5/12/2020 20:42:02,Sierra,SI_Sierra,,16562 BANNER QUAKER HILL RD,NEVADA CITY,sfulfj_awrr,4/27/2020 21:39:50,BE_geomartawrrprod,5/12/2020 22:32:41,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_820664,9423bf3d-5391-49e5-beb8-63fb445a2fef
-1,,VP_AW115-G24_1588445_2020,BRUNSWICK 1105,No,CIP_AW115-G24_382279,Work Identified,,JEF_Jefferson Resources,Ponderosa Pine,No,No,19,85,Do Not ABATE,,,R2B_Rmv 2-B,Haul offsite,,None Observed,"Tree .1 of span from poles 36 to A, 8ft north of lines. Tree overhangs lines trim would remove more than 1/3 canopy.",,,,,,,Unit,No,Not Invoiced,,,,"Cut wood to 16in rounds, remove all slash ",sfulfj_awrr,5/12/2020 20:41:35,Sierra,SI_Sierra,,16562 BANNER QUAKER HILL RD,NEVADA CITY,sfulfj_awrr,4/27/2020 21:44:45,BE_geomartawrrprod,5/12/2020 22:32:41,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_820664,ae81d2d1-3f77-44c8-a39e-e617d6a45536
-1,,VP_AW115-G24_1593858_2020,BRUNSWICK 1105,No,CIP_AW115-G24_388721,Work Identified,,JEF_Jefferson Resources,Madrone,No,No,29,50,ABATE,,,TO_Top,Cut and Leave,,None Observed,"0.7 of span from pole A to B. 50 feet north of lines. 2 stems at DBH. Right on the side of a cliff. Wounds all around trunk, possibly from goats. removal would undermine the integrity of the bare dirt hillside so topping to compliance is necessary.",,,,,,,Unit,No,Not Invoiced,,,,Cut into 16 inches and remove slash,psommj_awrr,5/13/2020 19:13:08,Sierra,SI_Sierra,,16518 BANNER QUAKER HILL RD5,NEVADA CITY,kfenkj_awrr,4/28/2020 20:28:48,BE_geomartawrrprod,5/13/2020 20:34:00,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_820663,985e8788-eb24-4a57-8543-83622e770846
-1,,VP_AW115-J06_1595832_2020,BRUNSWICK 1105,No,CIP_AW115-J06_380163,Tree Work Complete,,JEF_Jefferson Resources,Brush (misc),No,No,3,10,Not a Strike Tree,,,BC_Br Rmv,Cut and Leave,,None Observed,0.6 of span from pole A to end pole. Directly north of lines. Cedar saplings within 15 foot swath,MFE_Mountain F Enterprises,MFE_Mountain F Enterprises,4009518,BC_Br Rmv,4/29/2020 23:00:00,cut,Unit,No,Not Invoiced,,,,"Unit Price – cut into 16” firewood rounds, chip & broadcast slash on skid roads",jthomm_awrr,5/13/2020 18:41:26,Sierra,SI_Sierra,,13933 BANNER MOUNTAIN LOOKOUT,NEVADA CITY,kfenkj_awrr,4/29/2020 20:01:53,BE_geomartawrrprod,5/13/2020 20:34:00,{00000000-0000-0000-0000-000000000000},LP_AW115-J06_818449,f3b5ffb8-ea87-465f-833d-8250e7cc79f1
-1,,VP_AW115-G24_1600320_2020,BRUNSWICK 1105,No,CIP_AW115-G24_378139,Work Identified,,JEF_Jefferson Resources,Cedar,No,No,8,68,ABATE,,,F1B_FP-Rmv1 B,Chip on site/broadcast,,Riparian,Tree is . 9 of span from pole E to pole F. 27ft north of lines. Within strike distance to pole F.  Poor taper tree. ,,,,,,,Unit,No,Not Invoiced,,,,Haul offsite. Chip and broadcast ,atylej_awrr,5/12/2020 19:00:48,Sierra,SI_Sierra,,13913 GAS CANYON RD,NEVADA CITY,dschej_awrr,4/30/2020 20:40:06,BE_geomartawrrprod,5/12/2020 20:32:43,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_815892,3d815a0e-9871-4e04-ba99-1c0caa4caa66
-1,,VP_AW115-G24_1601301_2020,BRUNSWICK 1105,No,CIP_AW115-G24_378139,Work Identified,,JEF_Jefferson Resources,Coast Live Oak,No,No,27,87,ABATE,,,F3B_FP-Rmv3 B,Chip on site/broadcast,,Riparian,"Tree is .2 of span from pole E to pole F., 25ft north of lines next to driveway and creek. Tree has limb encroaching compliance but also has heavy root exposure into creek. ",,,,,,,Unit,No,Not Invoiced,,,,Cut rounds to 16inch lengths. Chip and broadcast ,atylej_awrr,5/12/2020 19:02:43,Sierra,SI_Sierra,,13913 GAS CANYON RD,NEVADA CITY,dschej_awrr,4/30/2020 21:05:38,BE_geomartawrrprod,5/12/2020 20:32:43,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_815892,af20e652-f40f-4f64-844f-14d17962f67f
-1,,VP_AW115-G24_1604157_2020,BRUNSWICK 1105,No,CIP_AW115-G24_378139,Work Identified,,JEF_Jefferson Resources,Black Oak,No,No,16,70,ABATE,,,F2B_FP-Rmv2 B,Chip on site/broadcast,,Riparian,50 ft north of pole E guy line,,,,,,,Unit,No,Not Invoiced,,,,Cut rounds to 16inch lengths. Chip and broadcast slash,atylej_awrr,5/12/2020 19:03:46,Sierra,SI_Sierra,,13913 GAS CANYON RD,NEVADA CITY,cwongj_awrr,5/1/2020 17:50:46,BE_geomartawrrprod,5/12/2020 20:32:43,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_815892,ad6cd387-0be4-47a8-bdd0-38ea54c5b464
-1,,VP_AW115-G24_1613069_2020,BRUNSWICK 1105,No,CIP_AW115-G24_379115,Work Identified,,JEF_Jefferson Resources,Live Oak,No,No,5,35,Do Not ABATE,,,F1D_FS-R1B+Trt,Not Needed,,None Observed,"Tree .6 of span from poles 35 to 36, 10ft west of lines. Tree is poor taper",,,,,,,Unit,No,Not Invoiced,,,,"Cut wood to 16in rounds, remove all slash. Cut stump to 3ft high",kfenkj_awrr,5/12/2020 15:41:39,Sierra,SI_Sierra,,13500 SUMMIT RIDGE DR,NEVADA CITY,sfulfj_awrr,5/6/2020 20:29:10,BE_geomartawrrprod,5/12/2020 20:32:34,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_821177,4177706b-b48b-41f8-9f32-06913026fc8b
-1,,VP_AW115-G24_1615862_2020,BRUNSWICK 1105,No,CIP_AW115-G24_379115,Work Identified,,JEF_Jefferson Resources,Live Oak,No,No,17,45,ABATE,,,F2D_FS-R2B+Trt,Cut and Leave,,None Observed,0.9 of span from pole 36 to A. 35 feet south of lines. Heavily lean towards facilities. Would need trim for pole clearance. ,,,,,,,Unit,No,Not Invoiced,,,,Cut into 16 inches and remove all slash,kfenkj_awrr,5/12/2020 15:40:36,Sierra,SI_Sierra,,13500 SUMMIT RIDGE DR,NEVADA CITY,kfenkj_awrr,5/7/2020 16:52:03,BE_geomartawrrprod,5/12/2020 20:32:34,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_821177,6b81833d-a21d-4439-842f-4d1286c9e224
-1,,VP_AW115-G24_1619366_2020,BRUNSWICK 1105,No,CIP_AW115-G24_380956,Work Identified,,JEF_Jefferson Resources,Ponderosa Pine,No,No,14,70,ABATE,,,F2B_FP-Rmv2 B,Not Needed,,None Observed,"Tree .6 of span from poles 37 to 38, 35ft west of lines. Missing top. Tree leans weighted and sloped towards lines.",,,,,,,Unit,No,Not Invoiced,,,,"Cut wood to 16in rounds, remove all slash ",sfulfj_awrr,5/12/2020 20:25:04,Sierra,SI_Sierra,,16562 BANNER QUAKER HILL RD,NEVADA CITY,sfulfj_awrr,5/7/2020 18:38:23,BE_geomartawrrprod,5/12/2020 22:32:42,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_820664,150f5fa2-1910-4378-9529-7a5c6d119575
-1,,VP_AW115-G23_1620173_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,Work Identified,,JEF_Jefferson Resources,Douglas Fir,No,No,34,73,ABATE,,,F3B_FP-Rmv3 B,Haul offsite,,Nest,"0.4 span from Pole G to End Pole. 68 ft East of line. On cut bank. Reformed top. 2x stems, nutrient competition. Nest in neighboring tree",,,,,,,Unit,No,Not Invoiced,,,,"Remove wood and debris. If unable to do to slope, lop and scatter",eculhj_awrr,5/11/2020 20:03:49,Sierra,SI_Sierra,,13304 LITTLE YORK CLOSE,NEVADA CITY,rsoulj_awrr,5/7/2020 17:06:04,BE_geomartawrrprod,5/11/2020 22:33:49,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_818678,ac28158a-11be-4351-85f9-d8c5892b402d
-1,,VP_AW115-G23_1620174_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,Hold,,JEF_Jefferson Resources,Douglas Fir,No,No,17,67,ABATE,,,F2B_FP-Rmv2 B,Haul offsite,,Nest,"0.4 span from Pole G to End Pole. 62 ft East of line. On cut bank. Sparse canopy. Exposed root system. On slope. NEST PRESENT, in top of tree 60 ft up",,,,,,,Unit,No,Not Invoiced,,,,"Remove wood and debris. If unable to do to slope, lop and scatter",eculhj_awrr,5/11/2020 20:46:39,Sierra,SI_Sierra,,13304 LITTLE YORK CLOSE,NEVADA CITY,rsoulj_awrr,5/7/2020 17:08:12,BE_geomartawrrprod,5/11/2020 22:33:49,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_818678,c46a2d2b-7fc9-4959-90f2-f2d9f4acba8f
-1,,VP_AW115-G23_1620179_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386252,Work Identified,,JEF_Jefferson Resources,Cedar,No,No,9,24,Do Not ABATE,,,R1B_Rmv 1-B,Haul offsite,,None Observed,0.9 span from Pole F to Pole G. Under line. Striking distance to Pole G. Previously top- directed. Encroaching radial compliance. Will require continuous topping- recommend removal ,,,,,,,Unit,No,Not Invoiced,,,,Remove all wood and brush,rsoulj_awrr,5/11/2020 19:53:57,Sierra,SI_Sierra,,13264 SUMMIT RIDGE DR,NEVADA CITY,rsoulj_awrr,5/7/2020 20:53:55,BE_geomartawrrprod,5/12/2020 0:33:46,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_816054,21e54ff5-800c-4872-af3b-e78b32f54726
-1,,VP_AW115-G23_1620525_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,Hold,,JEF_Jefferson Resources,Cedar,No,No,21,69,ABATE,,,F2B_FP-Rmv2 B,Haul offsite,,Nest,".1 span from pole G to End pole. 70 Ft East of line. Upslope and tall enough to strike facility. Previously topped, leaning towards facility. NEST PRESENT, on north side of tree, 55 ft up",,,,,,,Unit,No,Not Invoiced,,,,Remove all wood and debris. Lop and scatter Ok.,eculhj_awrr,5/11/2020 20:45:56,Sierra,SI_Sierra,,13304 LITTLE YORK CLOSE,NEVADA CITY,amchuj_awrr,5/7/2020 16:02:00,BE_geomartawrrprod,5/11/2020 22:33:49,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_818678,5b489dce-9c9f-4902-904b-32a652e08ae2
-1,,VP_AW115-G23_1620527_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,Work Identified,,JEF_Jefferson Resources,Douglas Fir,No,No,23,97,ABATE,,,F2B_FP-Rmv2 B,Haul offsite,,None Observed,.3 span from pole G to End pole. 65 Ft East of line. Tree is upslope of facility with growth on embankment. Lean and weight towards facility.,,,,,,,Unit,No,Not Invoiced,,,,Remove all wood and debris. Lop and scatter OK.,amchuj_awrr,5/12/2020 21:06:52,Sierra,SI_Sierra,,13304 LITTLE YORK CLOSE,NEVADA CITY,amchuj_awrr,5/7/2020 16:46:52,BE_geomartawrrprod,5/13/2020 0:32:45,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_818678,18148e7f-b2d4-4730-82c5-7c7d64aeec31
-1,,VP_AW115-G23_1620529_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386253,Hold,,JEF_Jefferson Resources,Douglas Fir,No,No,21,79,ABATE,,,F2B_FP-Rmv2 B,Haul offsite,,Nest,".2 span from pole G to End pole. 61 Ft East of line. Upslope with unstable root structure on embankment. Tree has been previously topped, recommend against future tree work. Lean and weight toward facility. Tall enough to strike primary line, pole G and end pole. ",,,,,,,Unit,No,Not Invoiced,,,,Remove all wood and debris. OK with lop and scatter ,amchuj_awrr,5/11/2020 19:22:36,Sierra,SI_Sierra,,13304 LITTLE YORK CLOSE,NEVADA CITY,amchuj_awrr,5/7/2020 16:53:23,BE_geomartawrrprod,5/12/2020 0:33:46,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_818678,b5ef6100-15bb-443e-b81c-e5a12406f4e3
-1,,VP_AW115-G23_1620540_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386252,No Work Required Under EVM,,JEF_Jefferson Resources,Black Oak,No,No,19,67,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,.6 span from pole F to pole G. 69 Ft East of line. 2 way split above DBH. Upslope of facility and tall enough to strike.,,,,,,,Unit,No,Not Invoiced,,,,TBD,amchuj_awrr,5/13/2020 16:50:49,Sierra,SI_Sierra,,13318 LITTLE YORK CLOSE,NEVADA CITY,amchuj_awrr,5/7/2020 17:44:48,BE_geomartawrrprod,5/13/2020 18:32:33,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_820661,6c666a4b-44f5-429a-b489-1411fc092980
-1,,VP_AW115-G23_1622538_2020,BRUNSWICK 1105,No,CIP_AW115-G23_381881,Work Identified,,JEF_Jefferson Resources,Ponderosa Pine,No,No,17,80,Do Not ABATE,,,R2B_Rmv 2-B,Haul offsite,,None Observed,0.9 of span from pole D to E. 10 feet south of lines.  Likely to break compliance within 18 months. Trim to scope would remove more than 1/3 canopy. County tree ,,,,,,,Unit,No,Not Invoiced,,,,Remove all wood and slash,sfulfj_awrr,5/11/2020 17:06:32,Sierra,SI_Sierra,,13324 SUMMIT RIDGE DR,NEVADA CITY,kfenkj_awrr,5/8/2020 20:36:22,BE_geomartawrrprod,5/11/2020 18:34:39,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821181,261e09a4-8aae-4d9b-9e11-0596aa401cec
-1,,VP_AW115-G23_1623010_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386252,Work Identified,,JEF_Jefferson Resources,Cedar,No,No,15,27,Do Not ABATE,,,R2B_Rmv 2-B,Haul offsite,,None Observed,".2 Span from pole F-G, underline: Mature cedar growing underline. Compliance requires continuous topping, killing tree",,,,,,,Unit,No,Not Invoiced,,,,Remove All.,atylej_awrr,5/11/2020 16:12:32,Sierra,SI_Sierra,,13264 SUMMIT RIDGE DR,NEVADA CITY,atylej_awrr,5/8/2020 17:29:42,BE_geomartawrrprod,5/11/2020 17:13:02,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_816054,ce7f92c0-f9a7-4a8e-97b0-94f5e2c572ae
-1,,VP_AW115-G24_1623029_2020,BRUNSWICK 1105,No,CIP_AW115-G24_378139,Work Identified,,JEF_Jefferson Resources,Live Oak,No,No,22,73,ABATE,,,F2B_FP-Rmv2 B,Cut and Leave,,Riparian,25ft West of guy line of pole F: Mature live oak with strike potential to pole F. Lean of tree greater than 25 degrees,,,,,,,Unit,No,Not Invoiced,,,,Cut lengths to 16inch. Broadcast on site,atylej_awrr,5/12/2020 19:05:20,Sierra,SI_Sierra,,13913 GAS CANYON RD,NEVADA CITY,atylej_awrr,5/8/2020 21:24:13,BE_geomartawrrprod,5/12/2020 20:32:44,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_815892,737b49cb-1566-46ab-b662-1bafbb6955c7
-1,,VP_AW115-G24_1623030_2020,BRUNSWICK 1105,No,CIP_AW115-G24_378139,Work Identified,,JEF_Jefferson Resources,Black Oak,No,No,24,88,ABATE,,,F3B_FP-Rmv3 B,Cut and Leave,,Riparian,"15ft West of guy line of pole F: Mature Live oak with strike potential to pole F and guy line. Heavy lean, more than 25 degrees, towards facilities. Canopy currently straining guy line. ",,,,,,,Unit,No,Not Invoiced,,,,Cut rounds to 16inch lengths. Remove chips,atylej_awrr,5/11/2020 21:20:59,Sierra,SI_Sierra,,16196 GOLDBUG RD,,atylej_awrr,5/8/2020 21:27:52,BE_geomartawrrprod,5/12/2020 15:04:48,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_815893,d72e0b4e-1135-42df-a3a9-0c52113eb460
-1,,VP_AW115-G24_1623031_2020,BRUNSWICK 1105,No,CIP_AW115-G24_378139,Work Identified,,JEF_Jefferson Resources,Live Oak,No,No,16,80,Do Not ABATE,,,R2B_Rmv 2-B,Cut and Leave,,Riparian,35ft North of Pole F: Mature live oak with strike potential to guy line and pole F. ,,,,,,,Unit,No,Not Invoiced,,,,Cut lengths to 16inch. Remove chips. ,atylej_awrr,5/11/2020 16:36:57,Sierra,SI_Sierra,,16196 GOLDBUG RD,,atylej_awrr,5/8/2020 21:31:15,BE_geomartawrrprod,5/11/2020 21:18:17,{00000000-0000-0000-0000-000000000000},LP_AW115-G24_815893,81d4eba6-271b-4c4e-86df-f77b7e5e32d7
-1,,VP_AW115-G23_1626116_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386252,No Work Required Under EVM,,JEF_Jefferson Resources,Douglas Fir,No,No,19,80,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,0.7 span from Pole F to Pole G. 75 ft west of line. Downslope. Codom top in the top 1/3 of tree. ,,,,,,,Unit,No,Not Invoiced,,,,TBD ,rsoulj_awrr,5/11/2020 16:42:46,Sierra,SI_Sierra,,,NEVADA CITY,rsoulj_awrr,5/11/2020 16:42:46,BE_geomartawrrprod,5/12/2020 11:04:16,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_816054,f24259a6-0606-4fbe-8fe6-f332d1a40e72
-1,,VP_AW115-G23_1626117_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386252,No Work Required Under EVM,,JEF_Jefferson Resources,Douglas Fir,No,No,32,114,Do Not ABATE,,,NW_No Work,Not Needed,,Nest,0.7 span from Pole F to Pole G. 94 ft west of line. Downslope. On slope away from lines. Nest in canopy. Codom top. ,,,,,,,Unit,No,Not Invoiced,,,,TBD ,rsoulj_awrr,5/11/2020 16:49:54,Sierra,SI_Sierra,,,NEVADA CITY,rsoulj_awrr,5/11/2020 16:49:54,BE_geomartawrrprod,5/12/2020 11:04:16,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_816054,77bee982-1a15-4bef-83ab-1db044a785c4
-1,,VP_AW115-G23_1626118_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386252,No Work Required Under EVM,,JEF_Jefferson Resources,Douglas Fir,No,No,25,87,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,0.7 span from Pole F to Pole G. 80 ft west of line. Downslope. Weight away from facilities. Lean parallel/away from line. ,,,,,,,Unit,No,Not Invoiced,,,,TBD ,rsoulj_awrr,5/11/2020 16:56:25,Sierra,SI_Sierra,,,NEVADA CITY,rsoulj_awrr,5/11/2020 16:56:25,BE_geomartawrrprod,5/12/2020 11:04:16,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_816054,d5f8f840-d74c-42c1-a69c-6f8668e2ac4d
-1,,VP_AW115-G23_1626119_2020,BRUNSWICK 1105,No,CIP_AW115-G23_386252,Work Identified,,JEF_Jefferson Resources,Cedar,No,No,16,90,ABATE,,,F2B_FP-Rmv2 B,Haul offsite,,None Observed,0.5 span from Pole F to Pole G. 36 ft west of line. Regressing health. Warped base. Canopy sparse. ,,,,,,,Unit,No,Not Invoiced,,,,Remove all wood and brush. ,rsoulj_awrr,5/11/2020 17:10:46,Sierra,SI_Sierra,,,NEVADA CITY,rsoulj_awrr,5/11/2020 17:10:46,BE_geomartawrrprod,5/12/2020 11:04:16,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_816054,9c4e8967-c6e8-40a8-9bb4-a8691865df66
-1,,VP_AW115-G23_1623285_2020,BRUNSWICK 1105,No,CIP_AW115-G23_381881,No Work Required Under EVM,,JEF_Jefferson Resources,Ponderosa Pine,No,No,30,130,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"Tree .7 of span from poles D to E, 76ft south of lines. Tree downhill of lines.",,,,,,,Unit,No,Not Invoiced,,,,TBD,sfulfj_awrr,5/11/2020 16:18:02,Sierra,SI_Sierra,,13324 SUMMIT RIDGE DR,NEVADA CITY,sfulfj_awrr,5/11/2020 16:18:02,BE_geomartawrrprod,5/11/2020 19:17:08,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821181,acc9f279-6ee7-424b-972d-3f31cc7eb1b0
-1,,VP_AW115-G23_1623286_2020,BRUNSWICK 1105,No,CIP_AW115-G23_381881,No Work Required Under EVM,,JEF_Jefferson Resources,Black Oak,No,No,14,70,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"Tree .7 of span from poles D to E, 60ft south of lines. Tree downhill of lines. Leans away",,,,,,,Unit,No,Not Invoiced,,,,TBD,sfulfj_awrr,5/11/2020 16:18:59,Sierra,SI_Sierra,,13324 SUMMIT RIDGE DR,NEVADA CITY,sfulfj_awrr,5/11/2020 16:18:59,BE_geomartawrrprod,5/11/2020 19:17:08,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821181,11741584-c1d0-4a8e-813c-8c36e1e93402
-1,,VP_AW115-G23_1623287_2020,BRUNSWICK 1105,No,CIP_AW115-G23_381881,No Work Required Under EVM,,JEF_Jefferson Resources,Ponderosa Pine,No,No,23,85,Do Not ABATE,,,NW_No Work,Not Needed,,None Observed,"Tree .7 of span from poles D to E, 40ft south of lines. Tree downhill of lines.",,,,,,,Unit,No,Not Invoiced,,,,TBD,sfulfj_awrr,5/11/2020 16:22:07,Sierra,SI_Sierra,,13324 SUMMIT RIDGE DR,NEVADA CITY,sfulfj_awrr,5/11/2020 16:22:07,BE_geomartawrrprod,5/11/2020 19:17:08,{00000000-0000-0000-0000-000000000000},LP_AW115-G23_821181,822d065f-b0a9-4943-acda-640eee5788a6
