State,City,Pages,Names,,,,Row Labels,Sum of Names
IL,Lake In The Hills,1,1,,,,,
IL,Lake Villa,1,2,,,,,
IL,Lake Zurich,1,2,,,,,
IL,Lemont,1,1,,,,,
IL,Lerna,1,1,,,,,
IL,Libertyville,1,2,,,,,
IL,Lincolnshire,1,2,,,,,
IL,Lindenhurst,1,1,,,,,
IL,Lisle,1,5,,,,,
IL,Litchfield,1,1,,,,,
IL,Lockport,1,5,,,,,
IL,Lombard,1,9,,,,,
IL,Long Grove,1,2,,,,,
IL,LOVES PARK,1,1,,,,,
IL,Macomb,1,1,,,,,
IL,Mahomet,1,1,,,,,
IL,Manhattan,1,1,,,,,
IL,Manlius,1,1,,,,,
IL,Maple Park,1,0,,,,,
IL,Marion,1,1,,,,,
IL,Markham,1,0,,,,,
IL,Maryville,1,1,,,,,
IL,Mc Lean,1,0,,,,,
IL,Mchenry,1,3,,,,,
IL,Melrose Park,1,1,,,,,
IL,Millstadt,1,2,,,,,
IL,Minooka,1,1,,,,,
IL,Mokena,1,2,,,,,
IL,Moline,1,3,,,,,
IL,Monee,1,2,,,,,
IL,Monmouth,1,1,,,,,
IL,Montgomery,1,1,,,,,
IL,Mount Prospect,1,2,,,,,
IL,Mount Vernon,1,1,,,,,
IL,Mundelein,1,3,,,,,
IL,Naperville,1,9,,,,,
IL,Nauvoo,1,2,,,,,
IL,New Lenox,1,1,,,,,
IL,Niles,1,1,,,,,
IL,Nokomis,1,0,,,,,
IL,Normal,1,1,,,,,
IL,Northbrook,1,5,,,,,
IL,O Fallon,1,1,,,,,
IL,Oak Brook,1,2,,,,,
IL,Oak Forest,1,0,,,,,
IL,Oak Lawn,1,2,,,,,
IL,Oak Park,1,1,,,,,
IL,Oakbrook Terrace,1,1,,,,,
IL,Ogden,1,0,,,,,
IL,Oglesby,1,1,,,,,
IL,Old Mill Creek,1,1,,,,,
IL,Opdyke,1,0,,,,,
IL,Oregon,1,1,,,,,
IL,Orland Park,1,1,,,,,
IL,Ottawa,1,1,,,,,
IL,Palatine,1,2,,,,,
IL,Park Ridge,1,1,,,,,
IL,Pekin,1,1,,,,,
IL,Peoria,1,4,,,,,
IL,Peotone,1,2,,,,,
IL,Petersburg,1,1,,,,,
IL,Pingree Grove,1,1,,,,,
IL,Plainfield,1,3,,,,,
IL,Plano,1,1,,,,,
IL,Port Byron,1,1,,,,,
IL,Princeton,1,5,,,,,
IL,Prospect Heights,1,0,,,,,
IL,Quincy,1,2,,,,,
IL,Rantoul,1,1,,,,,
IL,Red Bud,1,1,,,,,
IL,Richmond,1,1,,,,,
IL,River Forest,1,2,,,,,
IL,Riverside,1,1,,,,,
IL,Robinson,1,1,,,,,
IL,Rochester,1,1,,,,,
IL,Rockford,1,11,,,,,
IL,Rockton,1,1,,,,,
IL,Rolling Meadows,1,3,,,,,
IL,Roselle,1,1,,,,,
IL,Round Lake,1,1,,,,,
IL,Round Lk Park,1,0,,,,,
IL,Rushville,1,2,,,,,
IL,Saint Charles,1,8,,,,,
IL,Sandwich,1,2,,,,,
IL,Savoy,1,1,,,,,
IL,Schaumburg,1,1,,,,,
IL,Secor,1,1,,,,,
IL,Sheffield,1,1,,,,,
IL,Shelbyville,1,1,,,,,
IL,Sheridan,1,1,,,,,
IL,Shiloh,1,1,,,,,
IL,Skokie,1,1,,,,,
IL,South Roxana,1,1,,,,,
IL,Springfield,1,5,,,,,
IL,St Charles,1,2,,,,,
IL,Staunton,1,1,,,,,
IL,SUGAR GROVE,1,1,,,,,
IL,Teutopolis,1,1,,,,,
IL,Thomasboro,1,1,,,,,
IL,Tiskilwa,1,1,,,,,
IL,Tremont,1,1,,,,,
IL,Trenton,1,1,,,,,
IL,Urbana,1,3,,,,,
IL,Vernon Hills,1,2,,,,,
IL,Villa Park,1,1,,,,,
IL,Volo,1,1,,,,,
IL,Wadsworth,1,1,,,,,
IL,Warrenville,1,3,,,,,
IL,Wauconda,1,2,,,,,
IL,Waukegan,1,3,,,,,
IL,West Chicago,1,10,,,,,
IL,Westmont,1,1,,,,,
IL,Westville,1,1,,,,,
IL,Wheaton,1,6,,,,,
IL,Wheeling,1,5,,,,,
IL,White Heath,1,0,,,,,
IL,Wilmette,1,4,,,,,
IL,Winfield,1,2,,,,,
IL,Winnetka,1,1,,,,,
IL,Woodridge,1,3,,,,,
IL,Woodstock,1,1,,,,,
IL,Yorkville,1,1,,,,,
IL,Zion,1,1,,,,,
IN,Anderson,1,1,,,,,
IN,Angola,1,1,,,,,
IN,Attica,1,1,,,,,
IN,Avon,1,1,,,,,
IN,Batesville,1,1,,,,,
IN,Bedford,1,2,,,,,
IN,Bloomfield,1,2,,,,,
IN,Bloomington,1,9,,,,,
IN,Boonville,1,1,,,,,
IN,Brownsburg,1,6,,,,,
IN,Carmel,1,9,,,,,
IN,Chalmers,1,1,,,,,
IN,Charlestown,1,0,,,,,
IN,Chesterton,1,1,,,,,
IN,Cicero,1,1,,,,,
IN,Clarksville,1,1,,,,,
IN,Cloverdale,1,2,,,,,
IN,Coatesville,1,1,,,,,
IN,Columbia City,1,1,,,,,
IN,Columbus,1,2,,,,,
IN,Crawfordsville,1,1,,,,,
IN,Crown Point,1,1,,,,,
IN,Danville,1,1,,,,,
IN,Demotte,1,2,,,,,
IN,Dyer,1,1,,,,,
IN,Eaton,1,1,,,,,
IN,Elkhart,1,1,,,,,
IN,Evansville,1,4,,,,,
IN,Fishers,1,5,,,,,
IN,Floyds Knobs,1,1,,,,,
IN,Fort Wayne,1,11,,,,,
IN,Franklin,1,1,,,,,
IN,French Lick,1,1,,,,,
IN,Goshen,1,2,,,,,
IN,Granger,1,2,,,,,
IN,Greenfield,1,1,,,,,
IN,Greenville,1,1,,,,,
IN,Greenwood,1,5,,,,,
IN,Hammond,1,1,,,,,
IN,Hobart,1,1,,,,,
IN,Huntingburg,1,1,,,,,
IN,Indianapolis,1,39,,,,,
IN,Jasper,1,1,,,,,
IN,Jeffersonville,1,1,,,,,
IN,Kingsford Heights,1,1,,,,,
IN,Knox,1,1,,,,,
IN,Kokomo,1,1,,,,,
IN,Kouts,1,1,,,,,
IN,La Porte,1,2,,,,,
IN,Lafayette,1,10,,,,,
IN,Laurel,1,1,,,,,
IN,Lawrenceburg,1,2,,,,,
IN,Lebanon,1,1,,,,,
IN,Lexington,1,1,,,,,
IN,Liberty,1,1,,,,,
IN,Lyons,1,0,,,,,
IN,Madison,1,1,,,,,
IN,Martinsville,1,7,,,,,
IN,Merrillville,1,1,,,,,
IN,Mishawaka,1,3,,,,,
IN,Monroe,1,1,,,,,
IN,Morgantown,1,1,,,,,
IN,Mount Vernon,1,1,,,,,
IN,Muncie,1,5,,,,,
IN,Nashville,1,4,,,,,
IN,New Carlisle,1,1,,,,,
IN,New Haven,1,1,,,,,
IN,Newburgh,1,0,,,,,
IN,Noblesville,1,3,,,,,
IN,North Liberty,1,1,,,,,
IN,Paoli,1,2,,,,,
IN,Pershing,1,1,,,,,
IN,Plainfield,1,0,,,,,
IN,Plymouth,1,1,,,,,
IN,Porter,1,1,,,,,
IN,Remington,1,1,,,,,
IN,Richmond,1,1,,,,,
IN,Romney,1,0,,,,,
IN,Russiaville,1,0,,,,,
IN,Saint John,1,1,,,,,
IN,Sellersburg,1,1,,,,,
IN,Seymour,1,1,,,,,
IN,Sharpsville,1,0,,,,,
IN,Shoals,1,1,,,,,
IN,South Bend,1,2,,,,,
IN,Speedway,1,1,,,,,
IN,Terre Haute,1,1,,,,,
IN,Thorntown,1,1,,,,,
IN,Valparaiso,1,5,,,,,
IN,W Lafayette,1,1,,,,,
IN,West Harrison,1,1,,,,,
IN,West Lafayette,1,4,,,,,
IN,Westfield,1,2,,,,,
IN,Westpoint,1,1,,,,,
IN,Winamac,1,1,,,,,
IN,Wolcottville,1,1,,,,,
IN,Yoder,1,1,,,,,
IN,Zionsville,1,2,,,,,
KS,Andover,1,2,,,,,
KS,Axtell,1,1,,,,,
KS,Bel Aire,1,1,,,,,
KS,Bonner Springs,1,1,,,,,
KS,Cherokee,1,1,,,,,
KS,Edgerton,1,1,,,,,
KS,Emporia,1,1,,,,,
KS,Fairway,1,1,,,,,
KS,Gem,1,1,,,,,
KS,Girard,1,1,,,,,
KS,Goddard,1,2,,,,,
KS,Haysville,1,1,,,,,
KS,Hiawatha,1,1,,,,,
KS,Hutchinson,1,1,,,,,
KS,Kansas City,1,1,,,,,
KS,Kinsley,1,0,,,,,
KS,Lake Quivira,1,1,,,,,
KS,Lansing,1,1,,,,,
KS,Lawrence,1,6,,,,,
KS,Leawood,1,1,,,,,
KS,Lenexa,1,2,,,,,
KS,Linn Valley,1,1,,,,,
KS,Linwood,1,0,,,,,
KS,Maize,1,1,,,,,
KS,Manhattan,1,7,,,,,
KS,Mc Louth,1,1,,,,,
KS,Merriam,1,1,,,,,
KS,Mulvane,1,1,,,,,
KS,Neosho Rapids,1,0,,,,,
KS,Newton,1,1,,,,,
KS,Olathe,1,3,,,,,
KS,Overland Park,1,11,,,,,
KS,Pomona,1,1,,,,,
KS,Prairie Village,1,2,,,,,
KS,Pratt,1,1,,,,,
KS,Roeland Park,1,1,,,,,
KS,Shawnee,1,4,,,,,
KS,Shawnee Mission,1,2,,,,,
KS,Tonganoxie,1,0,,,,,
KS,Topeka,1,5,,,,,
KS,Wellington,1,0,,,,,
KS,Westwood,1,1,,,,,
KS,Wichita,1,7,,,,,
KY,Bellevue,1,0,,,,,
KY,Berea,1,0,,,,,
KY,Bowling Green,1,3,,,,,
KY,Brandenburg,1,1,,,,,
KY,Bulan,1,1,,,,,
KY,Burlington,1,1,,,,,
KY,Caneyville,1,1,,,,,
KY,Clermont,1,1,,,,,
KY,Covington,1,4,,,,,
KY,Crescent Springs,1,1,,,,,
KY,Crestwood,1,1,,,,,
KY,Edgewood,1,0,,,,,
KY,Ekron,1,1,,,,,
KY,Elizabethtown,1,1,,,,,
KY,Erlanger,1,1,,,,,
KY,Fairdale,1,3,,,,,
KY,Finchville,1,0,,,,,
KY,Florence,1,1,,,,,
KY,Fort Mitchell,1,1,,,,,
KY,Fort Thomas,1,2,,,,,
KY,Frankfort,1,6,,,,,
KY,Franklin,1,2,,,,,
KY,Georgetown,1,2,,,,,
KY,Glasgow,1,1,,,,,
KY,Graham,1,1,,,,,
KY,Henderson,1,1,,,,,
KY,Highland Heights,1,1,,,,,
KY,Hopkinsville,1,1,,,,,
KY,Jeffersontown,1,2,,,,,
KY,La Grange,1,1,,,,,
KY,Lexington,1,22,,,,,
KY,Louisvile,1,1,,,,,
KY,Louisville,1,25,,,,,
KY,Madisonville,1,1,,,,,
KY,Midway,1,0,,,,,
KY,Newport,1,1,,,,,
KY,Nicholasville,1,1,,,,,
KY,Paducah,1,3,,,,,
KY,Park Hills,1,1,,,,,
KY,Pewee Valley,1,1,,,,,
KY,Scottsville,1,1,,,,,
KY,Somerset,1,1,,,,,
KY,Taylorsville,1,1,,,,,
KY,Tutor Key,1,1,,,,,
KY,Union,1,1,,,,,
KY,Versailles,1,4,,,,,
KY,Walton,1,1,,,,,
KY,Wilder,1,0,,,,,
KY,Woodburn,1,1,,,,,
LA,Baton Rouge,1,7,,,,,
LA,Calhoun,1,0,,,,,
LA,Covington,1,2,,,,,
LA,Greenwell Springs,1,2,,,,,
LA,Gretna,1,0,,,,,
LA,Haughton,1,1,,,,,
LA,Kenner,1,1,,,,,
LA,Lake Charles,1,1,,,,,
LA,Madisonville,1,0,,,,,
LA,Mandeville,1,0,,,,,
LA,Monroe,1,1,,,,,
LA,Natchitoches,1,1,,,,,
LA,New Orleans,1,6,,,,,
LA,Ponchatoula,1,0,,,,,
LA,Prairieville,1,1,,,,,
LA,Raceland,1,1,,,,,
LA,Scott,1,1,,,,,
LA,Shreveport,1,1,,,,,
LA,Slidell,1,1,,,,,
MA,Acton,1,2,,,,,
MA,Agawam,1,1,,,,,
MA,Amherst,1,2,,,,,
MA,Andover,1,1,,,,,
MA,Arlington,1,2,,,,,
MA,Ashby,1,1,,,,,
MA,Ashfield,1,1,,,,,
MA,Ashley Falls,1,0,,,,,
MA,Assonet,1,1,,,,,
MA,Auburn,1,1,,,,,
MA,Avon,1,1,,,,,
MA,Belchertown,1,2,,,,,
MA,Bellingham,1,2,,,,,
MA,Belmont,1,1,,,,,
MA,Berlin,1,1,,,,,
MA,Beverly,1,2,,,,,
MA,Beverly Farms,1,1,,,,,
MA,Boston,1,4,,,,,
MA,Braintree,1,1,,,,,
MA,Brookfield,1,0,,,,,
MA,Carver,1,1,,,,,
MA,Centerville,1,1,,,,,
MA,Charlton,1,1,,,,,
MA,Chelmsford,1,0,,,,,
MA,Chesterfield,1,1,,,,,
MA,Clinton,1,1,,,,,
MA,Concord,1,0,,,,,
MA,Conway,1,1,,,,,
MA,Danvers,1,1,,,,,
MA,Dennis Port,1,1,,,,,
MA,Dracut,1,0,,,,,
MA,East Falmouth,1,3,,,,,
MA,East Longmeadow,1,0,,,,,
MA,East Wareham,1,1,,,,,
MA,Falmouth,1,2,,,,,
MA,Fitchburg,1,2,,,,,
MA,Florence,1,1,,,,,
MA,Foxboro,1,4,,,,,
MA,Framingham,1,1,,,,,
MA,Gardner,1,1,,,,,
MA,Gloucester,1,2,,,,,
MA,Great Barrington,1,2,,,,,
MA,Greenfield,1,2,,,,,
MA,Groveland,1,0,,,,,
MA,Hanover,1,1,,,,,
MA,Hanson,1,1,,,,,
MA,Hingham,1,1,,,,,
MA,Holbrook,1,1,,,,,
MA,Holden,1,0,,,,,
MA,Holliston,1,1,,,,,
MA,Hopedale,1,0,,,,,
MA,Hopkinton,1,0,,,,,
MA,Hubbardston,1,3,,,,,
MA,Huntington,1,2,,,,,
MA,Hyde Park,1,1,,,,,
MA,Ipswich,1,2,,,,,
MA,Lakeville,1,1,,,,,
MA,Leominster,1,1,,,,,
MA,Leverett,1,0,,,,,
MA,Longmeadow,1,1,,,,,
MA,Lowell,1,0,,,,,
MA,Lunenburg,1,1,,,,,
MA,Manchester-By-The-Sea,1,1,,,,,
MA,Mansfield,1,1,,,,,
MA,Marblehead,1,2,,,,,
MA,Marshfield,1,2,,,,,
MA,Marstons Mills,1,1,,,,,
MA,Mashpee,1,2,,,,,
MA,Maynard,1,1,,,,,
MA,Medford,1,3,,,,,
MA,Middleton,1,1,,,,,
MA,Mill River,1,0,,,,,
MA,Millis,1,0,,,,,
MA,N Billerica,1,1,,,,,
MA,Nantucket,1,2,,,,,
MA,Natick,1,2,,,,,
MA,Needham,1,3,,,,,
MA,New Bedford,1,4,,,,,
MA,North Andover,1,1,,,,,
MA,North Attleboro,1,1,,,,,
MA,North Chelmsford,1,1,,,,,
MA,Northampton,1,0,,,,,
MA,Northborough,1,1,,,,,
MA,Oak Bluffs,1,0,,,,,
MA,Pelham,1,1,,,,,
MA,Pembroke,1,0,,,,,
MA,Petersham,1,2,,,,,
MA,Pittsfield,1,1,,,,,
MA,Plymouth,1,1,,,,,
MA,Richmond,1,1,,,,,
MA,Rochester,1,2,,,,,
MA,Rockland,1,2,,,,,
MA,Rowley,1,1,,,,,
MA,Roxbury,1,1,,,,,
MA,Rutland,1,2,,,,,
MA,Salem,1,2,,,,,
MA,Salisbury,1,1,,,,,
MA,Sandisfield,1,2,,,,,
MA,Seekonk,1,1,,,,,
MA,Sheffield,1,5,,,,,
MA,Sherborn,1,0,,,,,
MA,Somerset,1,1,,,,,
MA,Somerville,1,2,,,,,
MA,South Chatham,1,1,,,,,
MA,South Dennis,1,1,,,,,
MA,South Hadley,1,1,,,,,
MA,South Yarmouth,1,1,,,,,
MA,Southborough,1,2,,,,,
MA,Spencer,1,1,,,,,
MA,Sterling,1,2,,,,,
MA,Stoughton,1,1,,,,,
MA,Stow,1,1,,,,,
MA,Sturbridge,1,2,,,,,
MA,Sunderland,1,2,,,,,
MA,Sutton,1,1,,,,,
MA,Swampscott,1,1,,,,,
MA,Vineyard Haven,1,1,,,,,
MA,Wales,1,1,,,,,
MA,Warren,1,0,,,,,
MA,Watertown,1,0,,,,,
MA,Wayland,1,1,,,,,
MA,Wellesley,1,1,,,,,
MA,Wellfleet,1,1,,,,,
MA,West Barnstable,1,0,,,,,
MA,West Roxbury,1,1,,,,,
MA,West Tisbury,1,1,,,,,
MA,Westfield,1,1,,,,,
MA,Westford,1,1,,,,,
MA,Weston,1,2,,,,,
MA,Westport,1,2,,,,,
MA,Westwood,1,0,,,,,
MA,Weymouth,1,2,,,,,
MA,Winchester,1,1,,,,,
MA,Woods Hole,1,1,,,,,
MA,Worcester,1,2,,,,,
MA,Wrentham,1,1,,,,,
MD,Abingdon,1,1,,,,,
MD,Adamstown,1,2,,,,,
MD,Adelphi,1,2,,,,,
MD,Annapolis,1,5,,,,,
MD,Annapolis Junction,1,2,,,,,
MD,Ashton,1,2,,,,,
MD,Baltimore,1,19,,,,,
MD,Bel Air,1,4,,,,,
MD,Belcamp,1,1,,,,,
MD,Beltsville,1,4,,,,,
MD,Bethesda,1,3,,,,,
MD,Brookeville,1,1,,,,,
MD,Brooklandville,1,1,,,,,
MD,Brunswick,1,1,,,,,
MD,Catonsville,1,1,,,,,
MD,Cecilton,1,1,,,,,
MD,Centreville,1,2,,,,,
MD,Chestertown,1,1,,,,,
MD,Cheverly,1,1,,,,,
MD,Chevy Chase,1,0,,,,,
MD,Clarksburg,1,2,,,,,
MD,Clinton,1,1,,,,,
MD,Cockeysville Hunt Valley,1,1,,,,,
MD,Columbia,1,4,,,,,
MD,Crofton,1,1,,,,,
MD,Crownsville,1,2,,,,,
MD,Cumberland,1,2,,,,,
MD,Damascus,1,4,,,,,
MD,Darnestown,1,1,,,,,
MD,Davidsonville,1,1,,,,,
MD,Dayton,1,1,,,,,
MD,Denton,1,1,,,,,
MD,Derwood,1,2,,,,,
MD,Dickerson,1,1,,,,,
MD,Easton,1,1,,,,,
MD,Edgewater,1,1,,,,,
MD,Elkton,1,1,,,,,
MD,Ellicott City,1,2,,,,,
MD,Finksburg,1,1,,,,,
MD,Flintstone,1,1,,,,,
MD,Frederick,1,5,,,,,
MD,Gaithersburg,1,11,,,,,
MD,Gambrills,1,2,,,,,
MD,Germantown,1,2,,,,,
MD,Glen Burnie,1,1,,,,,
MD,Glenn Dale,1,1,,,,,
MD,Grantsville,1,1,,,,,
MD,Great Mills,1,1,,,,,
MD,Hagerstown,1,5,,,,,
MD,Hampstead,1,1,,,,,
MD,Havre De Grace,1,1,,,,,
MD,Highlandtown,1,0,,,,,
MD,Hollywood,1,1,,,,,
MD,Hyattsville,1,3,,,,,
MD,Ijamsville,1,1,,,,,
MD,Jessup,1,3,,,,,
MD,Kensington,1,3,,,,,
MD,Kingsville,1,1,,,,,
MD,Largo,1,1,,,,,
MD,Laurel,1,3,,,,,
MD,Laytonsville,1,1,,,,,
MD,Lexington Park,1,0,,,,,
MD,Lothian,1,2,,,,,
MD,Manchester,1,1,,,,,
MD,Mechanicsville,1,1,,,,,
MD,Middletown,1,1,,,,,
MD,Millersville,1,3,,,,,
MD,Montgomery Village,1,1,,,,,
MD,Mount Airy,1,5,,,,,
MD,Mt. Airy,1,1,,,,,
MD,Myersville,1,2,,,,,
MD,New Market,1,1,,,,,
MD,New Windsor,1,1,,,,,
MD,Odenton,1,4,,,,,
MD,Olney,1,2,,,,,
MD,Owings,1,5,,,,,
MD,Owings Mills,1,4,,,,,
MD,Pasadena,1,2,,,,,
MD,Phoenix,1,1,,,,,
MD,Pikesville,1,2,,,,,
MD,Pocomoke City,1,3,,,,,
MD,Poolesville,1,1,,,,,
MD,Port Republic,1,1,,,,,
MD,Potomac,1,1,,,,,
MD,Preston,1,1,,,,,
MD,Prince Frederick,1,2,,,,,
MD,Princess Anne,1,1,,,,,
MD,Queen Anne,1,1,,,,,
MD,Randallstown,1,1,,,,,
MD,Reisterstown,1,1,,,,,
MD,Rockville,1,11,,,,,
MD,Saint Michaels,1,1,,,,,
MD,Salisbury,1,2,,,,,
MD,Severn,1,1,,,,,
MD,Severna Park,1,1,,,,,
MD,Silver Spring,1,8,,,,,
MD,Snow Hill,1,1,,,,,
MD,Sparks,1,2,,,,,
MD,Spencerville,1,1,,,,,
MD,Still Pond,1,1,,,,,
MD,Sudlersville,1,1,,,,,
MD,Sykesville,1,1,,,,,
MD,Takoma Park,1,2,,,,,
MD,Thurmont,1,2,,,,,
MD,Tilghman,1,1,,,,,
MD,Timonium,1,1,,,,,
MD,Upper Marlboro,1,4,,,,,
MD,Upperco,1,2,,,,,
MD,Waldorf,1,1,,,,,
MD,Walkersville,1,1,,,,,
MD,West Friendship,1,1,,,,,
MD,Westminster,1,3,,,,,
MD,Westover,1,0,,,,,
MD,White Marsh,1,1,,,,,
MD,Windsor Mill,1,1,,,,,
MD,Woodbine,1,4,,,,,
MD,Worton,1,1,,,,,
ME,Bangor,1,1,,,,,
ME,Belfast,1,1,,,,,
ME,Boothbay Harbor,1,1,,,,,
ME,Bowdoin,1,1,,,,,
ME,Brunswick,1,2,,,,,
ME,Camden,1,1,,,,,
ME,Cape Elizabeth,1,1,,,,,
ME,Eliot,1,1,,,,,
ME,Ellsworth,1,1,,,,,
ME,Fairfield,1,1,,,,,
ME,Freeport,1,1,,,,,
ME,Garland,1,1,,,,,
ME,Harpswell,1,0,,,,,
ME,Kenduskeag,1,0,,,,,
ME,Kennebunk,1,1,,,,,
ME,Kingfield,1,0,,,,,
ME,Lovell,1,1,,,,,
ME,Montville,1,0,,,,,
ME,Mount Desert,1,1,,,,,
ME,North Berwick,1,2,,,,,
ME,Orrington,1,1,,,,,
ME,Portland,1,3,,,,,
ME,Scarborough,1,1,,,,,
ME,Sedgwick,1,0,,,,,
ME,Shapleigh,1,1,,,,,
ME,South Berwick,1,1,,,,,
ME,South China,1,0,,,,,
ME,South Portland,1,2,,,,,
ME,Tenants Harbor,1,0,,,,,
ME,Trenton,1,1,,,,,
ME,Wells,1,1,,,,,
ME,Windham,1,1,,,,,
ME,York,1,1,,,,,
MI,Adrian,1,2,,,,,
MI,Allen Park,1,2,,,,,
MI,Allendale,1,1,,,,,
MI,Alto,1,1,,,,,
MI,Ann Arbor,1,11,,,,,
MI,Attica,1,6,,,,,
MI,Bancroft,1,1,,,,,
MI,Bannister,1,3,,,,,
MI,Battle Creek,1,1,,,,,
MI,Bay City,1,0,,,,,
MI,Belding,1,0,,,,,
MI,Berrien Springs,1,0,,,,,
MI,Big Bay,1,1,,,,,
MI,Bloomfield Hills,1,2,,,,,
MI,boyne city,1,2,,,,,
MI,Breckenridge,1,0,,,,,
MI,Brighton,1,1,,,,,
MI,Burtchville,1,1,,,,,
MI,Burton,1,0,,,,,
MI,Byron,1,2,,,,,
MI,Cadillac,1,1,,,,,
MI,Canton,1,1,,,,,
MI,Caseville,1,0,,,,,
MI,Cass City,1,1,,,,,
MI,Cassopolis,1,1,,,,,
MI,Cedar,1,2,,,,,
MI,Cedar Springs,1,1,,,,,
MI,Charlevoix,1,2,,,,,
MI,Charlotte,1,1,,,,,
MI,Chesterfield,1,2,,,,,
MI,Clarkston,1,2,,,,,
MI,Clawson,1,1,,,,,
MI,Clayton,1,0,,,,,
MI,Clinton Twp,1,1,,,,,
MI,Columbiaville,1,0,,,,,
MI,Commerce Township,1,2,,,,,
MI,Comstock Park,1,0,,,,,
MI,Coopersville,1,1,,,,,
MI,Copemish,1,1,,,,,
MI,Dearborn,1,3,,,,,
MI,Delton,1,1,,,,,
MI,Detroit,1,2,,,,,
MI,Dewitt,1,1,,,,,
MI,Dexter,1,2,,,,,
MI,Dimondale,1,1,,,,,
MI,Dorr,1,1,,,,,
MI,Dowagiac,1,1,,,,,
MI,Dryden,1,1,,,,,
MI,East Lansing,1,2,,,,,
MI,Elwell,1,1,,,,,
MI,Essexville,1,1,,,,,
MI,Farmington Hills,1,1,,,,,
MI,Fenton,1,1,,,,,
MI,Ferndale,1,1,,,,,
MI,Flint,1,1,,,,,
MI,Fremont,1,0,,,,,
MI,Garden City,1,0,,,,,
MI,Gobles,1,2,,,,,
MI,Grand Blanc,1,2,,,,,
MI,Grand Haven,1,2,,,,,
MI,Grand Rapids,1,15,,,,,
MI,Grandville,1,2,,,,,
MI,Grant,1,1,,,,,
MI,Grass Lake,1,1,,,,,
MI,Greenbush,1,1,,,,,
MI,Grosse Pointe,1,3,,,,,
MI,Grosse Pointe Farms,1,1,,,,,
MI,Grosse Pointe Park,1,1,,,,,
MI,Harbor Springs,1,3,,,,,
MI,Harper Woods,1,1,,,,,
MI,Hastings,1,1,,,,,
MI,Hemlock,1,2,,,,,
MI,Hessel,1,1,,,,,
MI,Holland,1,3,,,,,
MI,Holly,1,3,,,,,
MI,Holt,1,0,,,,,
MI,Houghton Lake,1,1,,,,,
MI,Howard City,1,1,,,,,
MI,Howell,1,6,,,,,
MI,Interlochen,1,1,,,,,
MI,Iron River,1,0,,,,,
MI,Ithaca,1,1,,,,,
MI,Jackson,1,5,,,,,
MI,Kalamazoo,1,9,,,,,
MI,Kewadin,1,1,,,,,
MI,Kingsley,1,1,,,,,
MI,Kingston,1,2,,,,,
MI,Lake Ann,1,1,,,,,
MI,Lake Leelanau,1,1,,,,,
MI,Lake Orion,1,1,,,,,
MI,Lambertville,1,1,,,,,
MI,LANSING,1,7,,,,,
MI,Lapeer,1,1,,,,,
MI,Leslie,1,2,,,,,
MI,Lewiston,1,0,,,,,
MI,Livonia,1,3,,,,,
MI,Macomb,1,5,,,,,
MI,Madison Heights,1,2,,,,,
MI,Manistee,1,1,,,,,
MI,MAPLE CITY,1,2,,,,,
MI,Marne,1,1,,,,,
MI,Marquette,1,2,,,,,
MI,Marshall,1,1,,,,,
MI,Mason,1,2,,,,,
MI,Midland,1,7,,,,,
MI,Milford,1,0,,,,,
MI,Monroe,1,1,,,,,
MI,Mount Clemens,1,0,,,,,
MI,Mount Pleasant,1,1,,,,,
MI,New Baltimore,1,1,,,,,
MI,New Buffalo,1,1,,,,,
MI,Newaygo,1,2,,,,,
MI,Niles,1,0,,,,,
MI,Northville,1,2,,,,,
MI,Northville Township,1,1,,,,,
MI,Novi,1,2,,,,,
MI,Nunica,1,2,,,,,
MI,Oakland Township,1,1,,,,,
MI,Onsted,1,1,,,,,
MI,Orion,1,0,,,,,
MI,Oscoda,1,3,,,,,
MI,Owosso,1,1,,,,,
MI,Oxford,1,1,,,,,
MI,Petoskey,1,2,,,,,
MI,Plymouth,1,1,,,,,
MI,Port Huron,1,1,,,,,
MI,Portage,1,1,,,,,
MI,Richland,1,1,,,,,
MI,Richmond,1,1,,,,,
MI,Riley,1,1,,,,,
MI,Rochester Hills,1,4,,,,,
MI,Rockford,1,4,,,,,
MI,Romeo,1,0,,,,,
MI,Romulus,1,1,,,,,
MI,Roseville,1,1,,,,,
MI,Royal Oak,1,3,,,,,
MI,Saginaw,1,2,,,,,
MI,Saint Charles,1,1,,,,,
MI,Saint Clair,1,6,,,,,
MI,Saint Clair Shores,1,5,,,,,
MI,Saint Johns,1,1,,,,,
MI,Saint Joseph,1,1,,,,,
MI,Sandusky,1,1,,,,,
MI,Shelby Township,1,4,,,,,
MI,Shelbyville,1,1,,,,,
MI,Sherwood,1,1,,,,,
MI,South Haven,1,2,,,,,
MI,South Lyon,1,1,,,,,
MI,Southfield,1,1,,,,,
MI,Spring Lake,1,1,,,,,
MI,Sterling Heights,1,3,,,,,
MI,Tecumseh,1,1,,,,,
MI,Temperance,1,1,,,,,
MI,Three Oaks,1,1,,,,,
MI,Three Rivers,1,1,,,,,
MI,Traverse City,1,8,,,,,
MI,Troy,1,4,,,,,
MI,Walled Lake,1,1,,,,,
MI,Warren,1,8,,,,,
MI,Waterford,1,10,,,,,
MI,Wayland,1,1,,,,,
MI,Wellston,1,1,,,,,
MI,West Bloomfield,1,0,,,,,
MI,West Olive,1,1,,,,,
